form_id,date_start,date_end,location_id,location_name,country_name,emergency_post_emergency,number_of_persons_per_usable_handpump_well_spring,number_of_persons_per_usable_water_tap,average_number_liters_of_potable_water_available_per_person_per_day,percent_water_quality_tests_at_non_chlorinated_water_collection_locations_with_0_cfu_100ml,percent_of_water_quality_tests_at_chlorinated_collection_locations_with_frc_in_the_range_0_2_2mg_l_and_turbidity_5ntu5,percent_households_with_household_toilet_latrine_monthly,number_of_persons_per_toilet_latrine,number_of_persons_per_bath_shelter_shower,number_of_persons_per_hygiene_promoter,refugee_population,reporting_period_monthly_indicator,average_number_l_p_d_of_potable_water_collected_at_household_level,percent_households_with_at_least_10_liters_person_potable_water_storage_capacity,percent_households_collecting_drinking_water_from_protected_treated_sources,percent_of_women_of_reproductive_age_who_are_satisfied_with_menstrual_hygiene_management_materials_and_facilities,percent_households_with_household_toilet_latrine,percent_households_reporting_defecating_in_a_toilet,percent_households_with_access_to_soap,percent_households_with_access_to_solid_waste_disposal_facility,reporting_period_annual_indicator
45517179,2020-08-03,2020-08-30,442,Kawergosk,Iraq,Post-emergency,NA,5,218,100,100,100,5,5,965,7721,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
45526381,2020-08-03,2020-08-30,444,Qushtapa,Iraq,Post-emergency,NA,5,115,100,100,100,5,5,1029,8233,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47198835,2020-08-03,2020-08-30,518,Dagahaley,Kenya,Post-emergency,NA,94,29,NA,100,77,7,NA,1882,79052,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47198836,2020-08-03,2020-08-30,519,Hagadera,Kenya,Post-emergency,NA,99,27,NA,100,88,5,NA,1962,82443,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47198837,2020-08-03,2020-08-30,520,Ifo,Kenya,Post-emergency,NA,65,35,NA,100,74,7,NA,1780,74776,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49145764,2020-08-03,2020-08-30,313,Dzaleka,Malawi,Post-emergency,1230,779,6,NA,NA,37,8,15,153,46726,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
42781413,2020-08-03,2020-08-30,644,Osire,Namibia,Post-emergency,110,10,27,100,0,64,10,28,111,5679,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
45701156,2020-08-03,2020-08-30,696,Abala,Niger,Post-emergency,NA,231,8,NA,NA,1,21,69,15464,15464,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
45935591,2020-08-03,2020-08-30,472,Ayerou,Niger,Post-emergency,NA,1340,10,NA,NA,4,105,105,10721,10721,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49741761,2020-08-03,2020-08-30,4369,Dandaji Makao,Niger,Post-emergency,NA,341,3,NA,NA,NA,23,68,3411,3411,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49739320,2020-08-03,2020-08-30,4371,Garin Kaka,Niger,Post-emergency,NA,188,8,NA,NA,NA,42,56,3003,3003,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
45935592,2020-08-03,2020-08-30,4382,Ouallam,Niger,Post-emergency,NA,227,9,NA,NA,NA,147,227,5454,5454,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
45919575,2020-08-03,2020-08-30,4308,Gamboma,Republic of Congo,Post-emergency,476,122,17,NA,83,25,13,12,232,2787,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
42740592,2020-08-03,2020-08-30,632,Bugessera Transit Site,Rwanda,Post-emergency,NA,8,81,NA,100,NA,5,9,129,258,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44698092,2020-08-03,2020-08-30,4245,Gatore,Rwanda,Post-emergency,NA,54,42,NA,0,3,20,27,54,326,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44132437,2020-08-03,2020-08-30,626,Gihembe,Rwanda,Post-emergency,NA,113,20,NA,100,NA,20,74,117,12296,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50321304,2020-08-03,2020-08-30,629,Kigeme,Rwanda,Post-emergency,NA,88,16,NA,NA,NA,36,78,968,21317,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
45663499,2020-08-03,2020-08-30,4243,Kijote,Rwanda,Post-emergency,NA,6,27,NA,NA,95,2,3,10,72,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49163570,2020-08-03,2020-08-30,627,Kiziba,Rwanda,Post-emergency,NA,52,21,NA,100,NA,29,123,102,17080,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44696319,2020-08-03,2020-08-30,631,Mahama,Rwanda,Post-emergency,NA,75,22,NA,NA,NA,17,16,507,59903,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44660134,2020-08-03,2020-08-30,630,Mugombwa,Rwanda,Post-emergency,NA,93,29,NA,100,NA,24,52,898,10776,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44660133,2020-08-03,2020-08-30,628,Nyabiheke,Rwanda,Post-emergency,NA,102,12,NA,50,NA,20,125,183,14346,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44701316,2020-08-03,2020-08-30,633,Nyanza Reception Center,Rwanda,Post-emergency,NA,0,NA,NA,NA,NA,0,0,0,0,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50098635,2020-08-03,2020-08-30,686,Ajoung Thok,South Sudan,Post-emergency,214,436,20,100,79,66,7,7,337,41867,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152771,2020-08-03,2020-08-30,680,Doro,South Sudan,Post-emergency,500,87,19,NA,NA,19,24,NA,289,63417,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152775,2020-08-03,2020-08-30,681,Gendrassa,South Sudan,Post-emergency,230,108,17,NA,NA,30,16,NA,290,18601,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152777,2020-08-03,2020-08-30,682,Kaya,South Sudan,Post-emergency,NA,70,28,NA,NA,17,12,NA,194,24513,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50098639,2020-08-03,2020-08-30,3886,Pamir,South Sudan,Post-emergency,100,508,17,97,85,41,10,11,522,36055,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152773,2020-08-03,2020-08-30,678,Yusuf Batil,South Sudan,Post-emergency,345,91,18,NA,NA,33,15,NA,218,47741,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47113902,2020-08-03,2020-08-30,4287,Al Jameya,Sudan,Post-emergency,NA,85,19,NA,NA,98,5,NA,683,10248,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47101751,2020-08-03,2020-08-30,3884,Al Kashafa,Sudan,Post-emergency,NA,112,11,NA,NA,16,26,NA,448,12994,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47103911,2020-08-03,2020-08-30,3921,Al Redis 1,Sudan,Post-emergency,NA,127,15,NA,NA,22,18,NA,461,11528,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47104252,2020-08-03,2020-08-30,3922,Al Redis 2,Sudan,Post-emergency,NA,107,16,NA,NA,9,39,NA,519,25986,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47112322,2020-08-03,2020-08-30,3923,Alagaya,Sudan,Post-emergency,NA,140,9,NA,NA,NA,119,NA,615,20918,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47109723,2020-08-03,2020-08-30,3924,Dabat Bosin,Sudan,Post-emergency,NA,250,19,NA,NA,NA,61,NA,832,4992,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47099564,2020-08-03,2020-08-30,3920,Jouri,Sudan,Post-emergency,NA,154,11,NA,NA,19,20,NA,433,11276,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47099562,2020-08-03,2020-08-30,4286,Khor Alwarel,Sudan,Post-emergency,NA,144,9,NA,NA,NA,69,NA,583,37953,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
47099560,2020-08-03,2020-08-30,3925,Um Sangour,Sudan,Post-emergency,NA,278,11,NA,NA,7,46,NA,1107,33238,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333880,2020-08-03,2020-08-30,508,Mtendeli,Tanzania,Post-emergency,NA,93,28,NA,100,52,7,27,585,31630,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333876,2020-08-03,2020-08-30,509,Nduta,Tanzania,Post-emergency,NA,88,32,NA,99,48,6,NA,881,72300,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333883,2020-08-03,2020-08-30,4296,Nyarugusu Burundian,Tanzania,Post-emergency,NA,151,33,NA,100,69,6,NA,727,58932,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
50333886,2020-08-03,2020-08-30,4297,Nyarugusu Congolese,Tanzania,Post-emergency,188,143,24,NA,100,47,8,NA,884,76928,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860042,2020-08-03,2020-08-30,552,Adjumani,Uganda,Post-emergency,456,NA,16,NA,NA,100,9,NA,3635,214468,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
52525531,2020-08-03,2020-08-30,549,Imvepi,Uganda,Post-emergency,260,176,NA,NA,NA,NA,0,0,0,NA,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
46253217,2020-08-03,2020-08-30,554,Kyaka II,Uganda,Post-emergency,516,992,9,0,54,29,10,1303,485,123831,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
46253219,2020-08-03,2020-08-30,553,Kyangwali,Uganda,Post-emergency,500,393,8,17,91,58,5,9,675,123025,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44273796,2020-08-03,2020-08-30,558,Nakivale,Uganda,Post-emergency,518,775,15,31,96,72,7,10,411,116899,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
52833532,2020-08-03,2020-08-30,551,Palorinya,Uganda,Post-emergency,335,NA,21,NA,NA,65,6,NA,420,122807,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
52525525,2020-08-03,2020-08-30,548,Rhino Camp,Uganda,Post-emergency,229,357,NA,NA,NA,NA,0,0,0,NA,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
46253222,2020-08-03,2020-08-30,559,Rwamwanja,Uganda,Post-emergency,449,371,8,NA,NA,79,5,NA,380,72997,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
44660263,2020-08-03,2020-08-30,642,Mayukwayukwa,Zambia,Post-emergency,257,NA,19,NA,NA,20,15,NA,887,17753,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
46154363,2020-08-03,2020-08-30,365,Tongogara,Zimbabwe,Post-emergency,998,151,20,NA,NA,30,8,NA,1446,14469,18475,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919128,2020-06-29,2020-08-02,463,Auserd,Algeria,Post-emergency,NA,61,16,100,67,94,5,4,1242,18638,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919134,2020-06-29,2020-08-02,464,Boujdour,Algeria,Post-emergency,NA,NA,14,100,100,94,5,4,960,9601,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919137,2020-06-29,2020-08-02,465,Dakhla,Algeria,Post-emergency,NA,49,40,100,100,98,5,4,724,10870,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919141,2020-06-29,2020-08-02,466,Layounne,Algeria,Post-emergency,NA,NA,12,100,67,88,5,5,1700,25503,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919145,2020-06-29,2020-08-02,467,Smara,Algeria,Post-emergency,NA,98,22,100,100,87,5,5,1493,25389,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41150891,2020-06-29,2020-08-02,209,Lovua settlement,Angola,Post-emergency,NA,421,28,0,0,56,7,50,300,6319,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42208835,2020-06-29,2020-08-02,690,Mentao,Burkina Faso,Post-emergency,493,49,24,NA,85,10,26,47,1356,5427,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42314899,2020-06-29,2020-08-02,622,Borgop,Cameroon,Post-emergency,467,NA,16,100,100,NA,15,15,303,12133,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42317344,2020-06-29,2020-08-02,451,Gado,Cameroon,Post-emergency,509,133,13,50,86,1,28,38,488,25870,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42318480,2020-06-29,2020-08-02,453,Lolo,Cameroon,Post-emergency,433,150,15,100,100,2,23,29,395,12251,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42318827,2020-06-29,2020-08-02,623,Mbile,Cameroon,Post-emergency,631,NA,12,NA,NA,2,38,95,472,13241,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42317342,2020-06-29,2020-08-02,624,Ngam,Cameroon,Post-emergency,422,NA,17,100,88,1,13,15,189,6637,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42319175,2020-06-29,2020-08-02,3883,Ngarisingo,Cameroon,Post-emergency,413,NA,17,NA,NA,NA,14,11,413,1240,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42319081,2020-06-29,2020-08-02,461,Timangolo,Cameroon,Post-emergency,446,138,10,NA,100,7,23,16,365,6950,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860131,2020-06-29,2020-08-02,572,Amboko,Chad,Post-emergency,546,NA,28,0,NA,19,21,21,9819,9819,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558235,2020-06-29,2020-08-02,573,Amnabak,Chad,Post-emergency,NA,270,7,100,100,11,32,36,2672,26720,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860142,2020-06-29,2020-08-02,4284,Beakoro,Chad,Post-emergency,711,NA,22,NA,NA,3,117,156,NA,1879,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860141,2020-06-29,2020-08-02,4282,Bekan,Chad,Post-emergency,542,NA,28,NA,NA,3,107,162,NA,3093,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860133,2020-06-29,2020-08-02,600,Belom,Chad,Post-emergency,504,NA,30,NA,NA,3,24,144,10833,21667,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52442341,2020-06-29,2020-08-02,574,Bredjing,Chad,Post-emergency,NA,121,15,100,98,45,9,NA,4801,48012,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41083227,2020-06-29,2020-08-02,484,Dar Es Salam,Chad,Post-emergency,451,94,21,100,89,25,13,9,421,15190,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860139,2020-06-29,2020-08-02,4275,Dembo,Chad,Post-emergency,732,NA,21,NA,NA,4,65,97,2928,2928,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860140,2020-06-29,2020-08-02,4280,Diba,Chad,Post-emergency,768,NA,20,NA,NA,3,72,85,NA,3838,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860137,2020-06-29,2020-08-02,4279,Dilingala,Chad,Post-emergency,767,NA,20,NA,NA,9,28,40,2301,2301,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50419034,2020-06-29,2020-08-02,575,Djabal,Chad,Post-emergency,NA,61,22,80,87,54,7,7,6133,18400,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860135,2020-06-29,2020-08-02,483,Doholo,Chad,Post-emergency,505,NA,31,NA,NA,22,15,15,3027,6055,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860130,2020-06-29,2020-08-02,576,Dosseye,Chad,Post-emergency,386,NA,41,NA,NA,53,8,7,4627,13882,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52442342,2020-06-29,2020-08-02,577,Farchana,Chad,Post-emergency,NA,121,14,100,99,50,9,NA,6084,30420,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52442343,2020-06-29,2020-08-02,578,Gaga,Chad,Post-emergency,NA,101,14,100,98,46,10,NA,5197,25987,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860136,2020-06-29,2020-08-02,4278,Gon,Chad,Post-emergency,498,NA,31,NA,NA,5,55,75,2490,2490,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860132,2020-06-29,2020-08-02,579,Gondje,Chad,Post-emergency,399,NA,39,100,NA,9,42,47,7980,7980,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50419044,2020-06-29,2020-08-02,580,Goz Amer,Chad,Post-emergency,603,NA,19,86,NA,25,14,7,7537,30149,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558233,2020-06-29,2020-08-02,581,Iridimi,Chad,Post-emergency,NA,369,11,100,100,28,15,16,2286,22860,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50419058,2020-06-29,2020-08-02,482,Kerfi,Chad,Post-emergency,366,NA,32,100,NA,65,8,6,1536,1536,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50693753,2020-06-29,2020-08-02,582,Kounoungou,Chad,Post-emergency,NA,85,14,100,100,22,18,19,2234,22341,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50745562,2020-06-29,2020-08-02,583,Mile,Chad,Post-emergency,NA,108,16,100,100,23,17,18,2322,23227,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860134,2020-06-29,2020-08-02,599,Moyo,Chad,Post-emergency,383,NA,42,NA,NA,8,36,44,4020,8040,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50852528,2020-06-29,2020-08-02,584,Oure Cassoni,Chad,Post-emergency,NA,209,11,100,100,31,11,12,3392,33927,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52860138,2020-06-29,2020-08-02,4276,Silambi,Chad,Post-emergency,323,NA,49,NA,NA,13,21,28,646,646,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558227,2020-06-29,2020-08-02,585,Touloum,Chad,Post-emergency,NA,106,11,100,100,7,52,24,2979,29798,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
52442344,2020-06-29,2020-08-02,586,Treguine,Chad,Post-emergency,1288,62,16,100,98,51,8,NA,4292,25753,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853713,2020-06-29,2020-08-02,486,Bili,Democratic Republic of the Congo,Post-emergency,0,0,17,NA,100,39,11,15,1640,9843,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853715,2020-06-29,2020-08-02,420,Boyabu,Democratic Republic of the Congo,Post-emergency,568,NA,21,100,100,17,21,32,2556,15340,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853717,2020-06-29,2020-08-02,657,Inke,Democratic Republic of the Congo,Post-emergency,688,NA,17,100,40,12,33,61,3096,18578,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42853719,2020-06-29,2020-08-02,658,Mole,Democratic Republic of the Congo,Post-emergency,0,0,10,100,100,16,24,32,2602,15615,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
40471976,2020-06-29,2020-08-02,533,Bokolmanyo,Ethiopia,Post-emergency,NA,104,21,NA,100,15,36,41,160,26826,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
40810970,2020-06-29,2020-08-02,541,Buramino,Ethiopia,Post-emergency,NA,126,15,NA,100,16,34,58,237,33515,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
40812545,2020-06-29,2020-08-02,429,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,NA,NA,NA,NA,NA,0,NA,0,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044748,2020-06-29,2020-08-02,527,Fugnido,Ethiopia,Post-emergency,NA,74,16,NA,100,41,12,39,987,43431,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044749,2020-06-29,2020-08-02,497,Fugnido 2,Ethiopia,Post-emergency,NA,48,21,NA,100,40,12,18,1038,9344,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
40813644,2020-06-29,2020-08-02,537,Hilaweyn,Ethiopia,Post-emergency,NA,115,18,NA,100,13,45,60,358,35880,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044742,2020-06-29,2020-08-02,494,Jewi,Ethiopia,Post-emergency,NA,129,16,NA,100,32,17,29,982,58948,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
40815804,2020-06-29,2020-08-02,536,Kobe,Ethiopia,Post-emergency,NA,111,25,NA,100,19,20,36,200,30857,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044743,2020-06-29,2020-08-02,450,Kule,Ethiopia,Post-emergency,NA,141,18,NA,100,29,17,91,530,45653,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
40815858,2020-06-29,2020-08-02,535,Melkadida,Ethiopia,Post-emergency,NA,85,19,NA,100,15,24,48,224,34730,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044744,2020-06-29,2020-08-02,4015,Nguenyyiel,Ethiopia,Post-emergency,NA,139,17,NA,100,31,15,15,1019,83601,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044746,2020-06-29,2020-08-02,544,Okugo,Ethiopia,Post-emergency,NA,96,21,NA,100,19,13,NA,536,11811,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044747,2020-06-29,2020-08-02,546,Tierkidi,Ethiopia,Post-emergency,NA,208,15,NA,100,17,27,272,1063,64898,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47294925,2020-06-29,2020-08-02,668,Ampain,Ghana,Post-emergency,100,39,22,83,0,NA,23,34,191,3262,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
44806997,2020-06-29,2020-08-02,669,Egyeikrom,Ghana,Post-emergency,706,78,57,NA,NA,NA,13,13,108,1412,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
44788303,2020-06-29,2020-08-02,670,Fetentaa,Ghana,Post-emergency,NA,62,17,100,25,2,10,27,96,965,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
49111185,2020-06-29,2020-08-02,671,Krisan,Ghana,Post-emergency,17,71,22,100,67,NA,10,1,95,669,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41215950,2020-06-29,2020-08-02,445,Arbat,Iraq,Post-emergency,NA,4,114,100,100,91,4,4,NA,9001,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41953601,2020-06-29,2020-08-02,446,Basirma,Iraq,Post-emergency,NA,6,83,100,100,100,5,5,851,2554,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41955663,2020-06-29,2020-08-02,442,Kawergosk,Iraq,Post-emergency,NA,5,219,100,100,100,5,5,965,7725,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41956110,2020-06-29,2020-08-02,444,Qushtapa,Iraq,Post-emergency,NA,5,104,100,100,100,5,5,1029,8239,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41154235,2020-06-29,2020-08-02,518,Dagahaley,Kenya,Post-emergency,NA,93,31,NA,99,77,7,NA,1863,78257,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41154236,2020-06-29,2020-08-02,519,Hagadera,Kenya,Post-emergency,NA,98,30,NA,99,88,5,NA,1951,81951,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41154237,2020-06-29,2020-08-02,520,Ifo,Kenya,Post-emergency,NA,65,36,NA,99,74,7,NA,1771,74417,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
49145762,2020-06-29,2020-08-02,313,Dzaleka,Malawi,Post-emergency,1222,774,6,NA,NA,37,8,15,162,46431,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41150883,2020-06-29,2020-08-02,319,Maratane,Mozambique,Post-emergency,62,NA,13,NA,NA,NA,NA,NA,NA,9538,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41163844,2020-06-29,2020-08-02,696,Abala,Niger,Post-emergency,NA,235,9,NA,NA,1,22,70,15772,15772,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41163893,2020-06-29,2020-08-02,472,Ayerou,Niger,Post-emergency,NA,1338,10,NA,NA,4,105,104,10706,10706,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
49739323,2020-06-29,2020-08-02,4369,Dandaji Makao,Niger,Post-emergency,NA,340,4,NA,NA,NA,23,67,3398,3398,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
49739319,2020-06-29,2020-08-02,4371,Garin Kaka,Niger,Post-emergency,NA,188,9,NA,NA,NA,42,56,3003,3003,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41169721,2020-06-29,2020-08-02,4382,Ouallam,Niger,Post-emergency,NA,225,9,NA,NA,NA,146,225,5411,5411,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41142745,2020-06-29,2020-08-02,3926,Sayam Forage,Niger,Post-emergency,NA,247,13,100,96,14,23,NA,2849,17095,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
47553389,2020-06-29,2020-08-02,4251,Adagom,Nigeria,Post-emergency,500,24,13,33,75,8,30,29,720,14419,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
45918848,2020-06-29,2020-08-02,4308,Gamboma,Republic of Congo,Post-emergency,448,115,19,NA,93,28,11,11,211,2534,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
44622986,2020-06-29,2020-08-02,632,Bugessera Transit Site,Rwanda,Post-emergency,NA,8,62,NA,100,NA,5,9,129,258,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41579738,2020-06-29,2020-08-02,4245,Gatore,Rwanda,Post-emergency,NA,54,46,NA,100,NA,27,27,54,326,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42170447,2020-06-29,2020-08-02,626,Gihembe,Rwanda,Post-emergency,NA,113,18,NA,100,10,14,73,116,12208,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41552672,2020-06-29,2020-08-02,629,Kigeme,Rwanda,Post-emergency,NA,89,16,NA,NA,NA,36,78,968,21310,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
45668351,2020-06-29,2020-08-02,4243,Kijote,Rwanda,Emergency,NA,6,27,NA,NA,95,3,3,10,73,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
44324523,2020-06-29,2020-08-02,627,Kiziba,Rwanda,Post-emergency,NA,52,21,NA,100,NA,29,123,102,17080,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41554011,2020-06-29,2020-08-02,631,Mahama,Rwanda,Post-emergency,NA,81,20,100,100,NA,17,16,511,60381,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41552670,2020-06-29,2020-08-02,630,Mugombwa,Rwanda,Post-emergency,NA,93,29,NA,100,NA,24,52,898,10776,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
38549158,2020-06-29,2020-08-02,628,Nyabiheke,Rwanda,Post-emergency,NA,103,11,NA,50,NA,21,141,185,14435,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
44701314,2020-06-29,2020-08-02,633,Nyanza Reception Center,Rwanda,Post-emergency,NA,0,NA,NA,NA,NA,0,0,0,0,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42227722,2020-06-29,2020-08-02,686,Ajoung Thok,South Sudan,Post-emergency,500,76,25,NA,80,66,7,NA,337,41867,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152769,2020-06-29,2020-08-02,680,Doro,South Sudan,Post-emergency,500,87,19,NA,NA,19,24,NA,289,63417,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
41154373,2020-06-29,2020-08-02,681,Gendrassa,South Sudan,Post-emergency,230,108,24,NA,0,30,15,NA,281,17996,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
42227721,2020-06-29,2020-08-02,3886,Pamir,South Sudan,Post-emergency,500,82,17,NA,80,41,10,NA,522,36055,18444,NA,NA,NA,NA,NA,NA,NA,NA,NA
